日期,华泰柏瑞沪深300ETF,南方中证1000ETF,华泰柏瑞上证红利ETF,海富通上证城投债ETF,平安中证5-10年国债活跃券ETF,平安中债债利差因子ETF,沪金主连,十债主连
2019-04-01,3.627,1.985,2.214,7.844,91.393,88.076,282.1,97.45
2019-04-02,3.62,1.996,2.212,7.843,91.393,87.8,282.15,97.255
2019-04-03,3.673,2.012,2.244,7.843,91.283,87.601,282.9,96.75
2019-04-04,3.72,2.023,2.279,7.845,91.073,87.95,282.95,96.46
2019-04-08,3.694,2.004,2.294,7.833,90.798,87.61,284.15,96.68
2019-04-09,3.718,2.012,2.287,7.836,90.774,87.612,284.4,96.5
2019-04-10,3.724,2.006,2.28,7.838,90.774,87.611,285.8,96.705
2019-04-11,3.654,1.963,2.253,7.842,90.846,87.53,286.15,96.85
2019-04-12,3.64,1.968,2.229,7.843,90.633,87.551,283.3,96.645
2019-04-15,3.615,1.952,2.223,7.843,90.679,87.6,281.75,96.37
2019-04-16,3.735,1.993,2.263,7.842,90.432,87.52,281.5,96.165
2019-04-17,3.725,2.012,2.267,7.843,90.274,87.5,280.0,96.42
2019-04-18,3.718,2.001,2.243,7.85,90.273,87.503,278.2,96.48
2019-04-19,3.778,2.02,2.25,7.854,90.518,87.494,279.5,96.39
2019-04-22,3.675,1.993,2.19,7.846,90.367,86.963,280.3,96.22
2019-04-23,3.668,1.957,2.163,7.873,90.363,87.5,279.0,96.32
2019-04-24,3.674,1.982,2.184,7.878,90.313,87.397,278.85,95.91
2019-04-25,3.591,1.9,2.117,7.872,90.36,87.278,280.4,96.09
2019-04-26,3.537,1.878,2.083,7.87,90.303,87.591,281.45,96.37
2019-04-29,3.552,1.81,2.065,7.873,90.223,87.398,281.3,96.2
2019-04-30,3.554,1.829,2.092,7.883,90.291,87.499,281.55,96.675
2019-05-06,3.331,1.675,1.959,7.885,90.651,87.399,282.7,96.84
2019-05-07,3.365,1.706,1.989,7.871,90.682,87.7,282.4,96.765
2019-05-08,3.317,1.703,1.959,7.871,90.715,87.4,283.95,96.905
2019-05-09,3.265,1.686,1.918,7.885,90.748,87.35,284.1,97.08
2019-05-10,3.378,1.755,1.978,7.893,90.643,87.5,284.45,97.14
2019-05-13,3.31,1.736,1.94,7.914,90.748,87.5,289.2,97.41
2019-05-14,3.292,1.727,1.924,7.922,91.073,87.5,292.75,97.29
2019-05-15,3.37,1.768,1.965,7.922,90.992,87.592,291.25,97.315
2019-05-16,3.388,1.779,1.978,7.923,91.093,87.549,292.35,97.38
2019-05-17,3.304,1.719,1.922,7.922,91.273,87.3,291.7,97.44
2019-05-20,3.264,1.711,1.909,7.918,91.093,87.571,289.4,96.88
2019-05-21,3.309,1.744,1.936,7.917,90.973,87.571,289.15,96.64
2019-05-22,3.3,1.741,1.933,7.917,91.123,87.5515,288.9,96.57
2019-05-23,3.242,1.7,1.905,7.919,90.973,87.532,289.35,96.79
2019-05-24,3.248,1.678,1.905,7.923,90.898,87.725,291.1,96.77
2019-05-27,3.291,1.73,1.932,7.924,90.901,87.725,291.25,96.3
2019-05-28,3.308,1.727,1.933,7.932,90.9245,87.818,291.0,96.54
2019-05-29,3.31,1.733,1.936,7.927,90.948,87.564,291.45,96.87
2019-05-30,3.308,1.725,1.936,7.926,91.049,87.5,290.1,96.885
2019-05-31,3.29,1.722,1.931,7.926,91.273,87.549,293.45,96.93
2019-06-03,3.298,1.7,1.919,7.925,91.409,87.501,296.7,97.2
2019-06-04,3.265,1.665,1.909,7.934,91.423,87.33,299.75,97.355
2019-06-05,3.257,1.67,1.92,7.934,91.423,87.528,301.7,97.505
2019-06-06,3.226,1.626,1.893,7.933,91.423,87.514,301.7,97.47
2019-06-10,3.272,1.648,1.917,7.938,91.473,87.516,300.85,97.41
2019-06-11,3.385,1.714,1.977,7.941,91.373,87.4,299.55,97.095
2019-06-12,3.357,1.7,1.959,7.948,91.443,87.4,302.6,97.13
2019-06-13,3.35,1.711,1.95,7.946,91.513,87.4,303.2,97.34
2019-06-14,3.328,1.673,1.926,7.949,91.583,87.876,307.75,97.575
2019-06-17,3.331,1.67,1.934,7.945,91.523,87.871,304.1,97.665
2019-06-18,3.339,1.67,1.937,7.943,91.523,87.79,306.15,97.49
2019-06-19,3.393,1.695,1.956,7.941,91.548,87.531,304.3,97.36
2019-06-20,3.501,1.725,2.004,7.941,91.573,88.09,311.25,97.37
2019-06-21,3.508,1.758,2.01,7.929,91.573,88.11,313.6,97.475
2019-06-24,3.514,1.752,2.012,7.928,91.588,88.11500000000001,315.8,97.31
2019-06-25,3.475,1.736,1.987,7.928,91.931,88.12,321.8,97.395
2019-06-26,3.476,1.736,1.993,7.928,91.673,88.202,316.4,97.265
2019-06-27,3.518,1.752,2.015,7.932,91.673,88.202,315.6,97.21
2019-06-28,3.517,1.725,2.004,7.939,91.673,88.237,316.85,97.54
2019-07-01,3.612,1.782,2.044,7.938,91.653,88.7,308.85,97.605
2019-07-02,3.618,1.782,2.057,7.937,91.773,88.5,312.05,98.06
2019-07-03,3.585,1.766,2.059,7.938,92.173,88.636,321.1,98.23
2019-07-04,3.559,1.758,2.056,7.94,92.073,88.636,317.65,98.215
2019-07-05,3.579,1.766,2.061,7.94,92.073,88.636,318.0,98.04
2019-07-08,3.489,1.703,2.0,7.943,92.091,88.733,316.35,97.97
2019-07-09,3.48,1.711,1.997,7.944,92.10499999999999,88.641,313.45,98.16
2019-07-10,3.481,1.697,1.981,7.95,92.119,88.371,313.2,98.11
2019-07-11,3.482,1.695,1.982,7.949,92.133,89.12,319.0,98.115
2019-07-12,3.513,1.7,1.995,7.958,92.133,88.691,316.65,98.29
2019-07-15,3.527,1.714,1.996,7.963,92.153,88.689,317.75,97.99
2019-07-16,3.511,1.722,1.998,7.963,92.1455,88.6,317.75,98.035
2019-07-17,3.505,1.725,1.995,7.963,92.138,88.56733333333332,315.8,98.085
2019-07-18,3.48,1.697,1.969,7.964,92.128,88.53466666666667,319.1,98.27
2019-07-19,3.52,1.714,1.986,7.964,92.323,88.502,323.3,98.25
2019-07-22,3.49,1.673,1.965,7.965,92.3155,88.49833333333333,320.65,98.375
2019-07-23,3.499,1.708,1.976,7.97,92.308,88.49466666666666,318.7,98.38
2019-07-24,3.53,1.727,1.997,7.971,92.373,88.491,319.65,98.145
2019-07-25,3.565,1.741,2.012,7.976,92.371,88.799,320.3,98.2
2019-07-26,3.57,1.744,2.023,7.983,92.323,88.403,319.1,98.24
2019-07-29,3.564,1.741,2.028,7.987,92.323,88.407,319.6,98.055
2019-07-30,3.582,1.749,2.044,7.993,92.313,88.799,320.85,98.15
2019-07-31,3.554,1.736,2.026,7.998,92.473,88.799,322.25,98.39
2019-08-01,3.518,1.727,2.005,7.999,92.473,88.792,316.6,98.445
2019-08-02,3.459,1.703,1.969,8.004,92.823,88.789,324.25,98.72
2019-08-05,3.393,1.678,1.924,8.008,93.046,88.8,334.0,99.065
2019-08-06,3.354,1.637,1.878,8.021,93.25,88.8,335.55,99.065
2019-08-07,3.33,1.634,1.87,8.021,93.023,88.89349999999999,341.8,99.135
2019-08-08,3.384,1.656,1.891,8.031,93.013,88.987,344.35,99.125
2019-08-09,3.355,1.648,1.893,8.06,92.993,88.9,345.9,99.27
2019-08-12,3.414,1.675,1.922,8.063,93.023,89.031,344.25,99.215
2019-08-13,3.382,1.67,1.906,8.043,93.173,89.031,352.3,99.345
2019-08-14,3.396,1.684,1.912,8.03,93.173,89.001,342.95,99.02
2019-08-15,3.411,1.689,1.926,8.011,93.273,89.199,347.4,98.925
2019-08-16,3.427,1.703,1.927,8.02,93.323,89.299,347.75,98.85
2019-08-19,3.517,1.76,1.971,8.025,93.423,89.001,346.4,98.955
2019-08-20,3.501,1.758,1.977,8.033,93.273,88.901,344.75,98.86
2019-08-21,3.5,1.76,1.976,8.045,93.193,88.904,345.35,98.65
2019-08-22,3.508,1.768,1.968,8.051,93.372,89.099,346.45,98.735
2019-08-23,3.535,1.763,1.975,8.059,93.323,89.001,346.25,98.775
2019-08-26,3.492,1.755,1.962,8.059,93.323,89.298,358.25,98.835
2019-08-27,3.532,1.79,1.998,8.059,93.323,89.298,358.7,98.915
2019-08-28,3.52,1.782,1.985,8.058,93.273,89.203,358.85,98.87
2019-08-29,3.509,1.785,1.972,8.062,93.254,89.298,362.8,99.235
2019-08-30,3.519,1.763,1.957,8.063,93.323,88.903,356.7,98.935
2019-09-02,3.562,1.807,1.988,8.07,93.273,88.91,355.8,98.775
2019-09-03,3.566,1.82,1.997,8.08,93.223,88.908,357.45,98.745
2019-09-04,3.615,1.84,2.033,8.081,93.22,89.099,359.0,98.885
2019-09-05,3.652,1.851,2.056,8.083,93.423,89.298,360.9,99.14
2019-09-06,3.679,1.862,2.068,8.082,93.603,89.101,349.2,99.17
2019-09-09,3.695,1.919,2.082,8.082,93.613,89.188,350.6,99.08
2019-09-10,3.684,1.919,2.073,8.082,93.473,89.1,344.85,98.9
2019-09-11,3.655,1.897,2.067,8.079,93.42349999999999,89.298,345.95,98.78
2019-09-12,3.696,1.911,2.084,8.074,93.374,89.1,346.15,98.49
2019-09-16,3.682,1.913,2.093,8.083,93.323,89.3,346.25,98.59
2019-09-17,3.609,1.875,2.058,8.092,93.326,89.621,344.95,98.42
2019-09-18,3.626,1.87,2.061,8.094,93.323,89.898,346.5,98.23
2019-09-19,3.645,1.886,2.064,8.103,93.273,89.6,346.0,98.425
2019-09-20,3.651,1.889,2.065,8.124,93.276,89.696,346.7,98.535
2019-09-23,3.616,1.878,2.037,8.128,93.231,89.652,350.3,98.475
2019-09-24,3.619,1.881,2.04,8.145,93.229,89.651,352.05,98.385
2019-09-25,3.592,1.845,2.013,8.147,93.233,89.749,353.85,98.505
2019-09-26,3.565,1.785,2.013,8.144,93.233,89.7,349.55,98.215
2019-09-27,3.574,1.801,1.999,8.143,93.23,89.698,346.35,98.045
2019-09-30,3.527,1.777,1.981,8.137,93.183,89.7,345.05,98.235
2019-10-08,3.552,1.782,1.991,8.153,93.273,89.939,344.5,98.495
2019-10-09,3.563,1.799,2.013,8.166,93.283,89.731,349.5,98.455
2019-10-10,3.591,1.826,2.025,8.166,93.463,89.751,347.7,98.32
2019-10-11,3.639,1.829,2.054,8.168,93.423,89.821,345.85,98.08
2019-10-14,3.668,1.856,2.08,8.179,93.023,89.831,340.7,98.15
2019-10-15,3.655,1.831,2.067,8.174,92.998,89.831,341.65,98.135
2019-10-16,3.641,1.818,2.06,8.188,93.073,89.995,340.2,98.095
2019-10-17,3.647,1.818,2.045,8.189,93.064,89.992,342.7,98.31
2019-10-18,3.589,1.796,2.016,8.193,93.073,89.99,342.0,98.04
2019-10-21,3.598,1.785,2.021,8.182,93.07,90.001,341.75,97.785
2019-10-22,3.613,1.807,2.025,8.185,92.97149999999999,89.901,340.45,97.76
2019-10-23,3.592,1.793,2.02,8.182,92.873,90.099,341.95,97.875
2019-10-24,3.597,1.79,2.025,8.178,93.016,89.802,341.5,97.835
2019-10-25,3.621,1.804,2.028,8.179,92.873,89.81,344.65,97.685
2019-10-28,3.644,1.853,2.038,8.17,92.773,89.999,344.6,97.42
2019-10-29,3.631,1.831,2.026,8.149,92.763,89.701,340.9,97.42
2019-10-30,3.605,1.815,1.995,8.139,92.573,90.095,340.55,97.11
2019-10-31,3.603,1.793,1.983,8.123,92.623,90.096,341.1,97.485
2019-11-01,3.684,1.81,2.007,8.125,92.673,90.09,344.05,97.5
2019-11-04,3.697,1.82,2.015,8.11,92.67,90.087,343.7,97.415
2019-11-05,3.72,1.829,2.029,8.094,92.743,89.801,341.4,97.795
2019-11-06,3.703,1.81,2.012,8.098,92.773,89.804,336.55,97.855
2019-11-07,3.708,1.82,2.019,8.113,92.783,89.797,338.35,97.81
2019-11-08,3.692,1.82,2.009,8.109,92.983,90.089,332.1,97.655
2019-11-11,3.625,1.771,1.958,8.105,92.773,90.086,331.5,97.97
2019-11-12,3.62,1.774,1.963,8.095,92.899,90.088,328.3,97.85
2019-11-13,3.617,1.768,1.95,8.098,92.903,90.099,331.85,97.98
2019-11-14,3.62,1.777,1.948,8.049,92.973,89.897,332.7,97.895
2019-11-15,3.601,1.76,1.933,8.049,93.12299999999999,89.897,331.9,98.01
2019-11-18,3.629,1.771,1.947,8.049,93.273,89.897,332.05,98.06
2019-11-19,3.669,1.81,1.968,8.044,93.323,89.897,334.05,98.165
2019-11-20,3.628,1.793,1.956,8.017,93.373,89.901,336.5,98.125
2019-11-21,3.608,1.796,1.954,8.016,93.473,89.905,336.0,98.175
2019-11-22,3.566,1.774,1.956,7.978,93.476,89.908,334.95,98.145
2019-11-25,3.594,1.76,1.987,8.01,93.474,89.911,332.65,97.915
2019-11-26,3.6,1.76,1.981,8.005,93.623,90.099,332.35,98.065
2019-11-27,3.594,1.763,1.975,8.009,93.62,90.099,333.15,98.01
2019-11-28,3.588,1.758,1.968,8.011,93.474,90.0975,332.05,98.015
2019-11-29,3.545,1.755,1.962,8.006,93.723,90.096,333.1,98.015
2019-12-02,3.553,1.76,1.97,7.973,93.675,90.002,333.5,97.685
2019-12-03,3.569,1.771,1.973,7.945,93.623,90.099,334.2,97.79
2019-12-04,3.571,1.774,1.959,7.949,93.62450000000001,90.102,340.4,97.875
2019-12-05,3.6,1.79,1.972,7.949,93.626,90.2,338.75,97.885
2019-12-06,3.624,1.807,1.967,7.965,93.623,90.2,336.4,97.715
2019-12-09,3.611,1.807,1.983,7.975,93.6215,90.197,333.6,97.655
2019-12-10,3.614,1.818,1.99,7.98,93.62,90.194,333.9,97.825
2019-12-11,3.62,1.812,2.005,7.987,93.617,90.191,334.12,97.925
2019-12-12,3.609,1.812,2.004,7.996,93.614,90.193,336.02,97.955
2019-12-13,3.688,1.842,2.035,7.998,93.611,90.19,331.76,97.76
2019-12-16,3.7,1.875,2.059,8.001,93.608,90.192,335.32,97.765
2019-12-17,3.762,1.897,2.078,8.009,93.605,90.036,335.14,97.53
2019-12-18,3.747,1.897,2.073,8.011,93.574,90.05,335.6,97.455
2019-12-19,3.74,1.913,2.081,8.049,93.398,90.064,335.18,97.56
2019-12-20,3.736,1.886,2.066,8.027,93.578,90.071,336.08,97.9
2019-12-23,3.684,1.84,2.035,8.068,93.654,90.101,337.18,97.985
2019-12-24,3.705,1.878,2.043,8.089,93.774,90.099,338.68,98.045
2019-12-25,3.712,1.892,2.043,8.129,93.823,90.204,340.62,98.13
2019-12-26,3.741,1.908,2.071,8.129,93.883,90.204,340.92,98.245
2019-12-27,3.737,1.892,2.073,8.157,93.97966666666666,90.204,345.3,98.195
2019-12-30,3.795,1.905,2.097,8.16,94.07633333333334,90.205,345.46,98.2
2019-12-31,3.816,1.916,2.115,8.162,94.173,90.208,347.48,98.135
2020-01-02,3.869,1.955,2.152,8.162,94.073,90.106,346.24,98.015
2020-01-03,3.859,1.963,2.145,8.159,94.073,90.126,351.16,97.975
2020-01-06,3.843,1.982,2.139,8.169,94.073,90.206,358.34,98.18
2020-01-07,3.875,2.015,2.159,8.179,94.322,90.3,354.94,98.005
2020-01-08,3.834,1.99,2.139,8.179,94.273,90.206,360.68,98.11
2020-01-09,3.878,2.017,2.162,8.194,94.173,90.205,348.04,98.23
2020-01-10,3.877,2.015,2.153,8.198,94.298,90.3,349.3,98.56
2020-01-13,3.922,2.042,2.164,8.203,94.572,90.295,349.42,98.5
2020-01-14,3.904,2.037,2.179,8.189,94.473,90.296,344.7,98.44
2020-01-15,3.872,2.034,2.169,8.199,94.374,90.322,347.54,98.525
2020-01-16,3.866,2.037,2.165,8.202,94.378,90.348,347.96,98.45
2020-01-17,3.871,2.026,2.146,8.201,94.474,90.295,347.78,98.62
2020-01-20,3.901,2.056,2.146,8.198,94.524,90.33033333333333,347.94,98.915
2020-01-21,3.825,2.034,2.095,8.199,94.724,90.36566666666667,351.34,99.165
2020-01-22,3.839,2.048,2.091,8.199,94.774,90.401,348.32,99.13
2020-01-23,3.716,1.974,2.029,8.214,95.174,90.501,350.72,99.69
2020-02-03,3.379,1.774,1.78,8.253,96.773,91.001,359.3,100.97
2020-02-04,3.49,1.799,1.844,8.249,96.473,90.901,356.2,100.785
2020-02-05,3.527,1.862,1.876,8.25,96.2735,91.001,354.22,100.865
2020-02-06,3.617,1.913,1.882,8.251,96.074,91.001,352.4,100.91
2020-02-07,3.608,1.933,1.876,8.251,96.273,91.001,354.3,101.18
2020-02-10,3.621,1.96,1.919,8.259,96.4,91.101,355.56,101.08
2020-02-11,3.663,1.955,1.933,8.269,96.527,91.205,354.6,100.73
2020-02-12,3.691,2.001,1.94,8.279,96.353,91.15299999999999,354.0,100.715
2020-02-13,3.67,1.99,1.924,8.277,96.375,91.101,356.52,100.87
2020-02-14,3.697,1.998,1.939,8.284,96.397,91.301,356.78,100.39
2020-02-17,3.784,2.075,1.984,8.295,96.273,91.301,357.9,99.745
2020-02-18,3.759,2.13,1.986,8.295,96.19999999999999,91.5,359.68,100.11
2020-02-19,3.76,2.113,1.984,8.299,96.127,91.6,364.06,100.1
2020-02-20,3.851,2.146,2.02,8.314,96.177,91.6,365.06,99.885
2020-02-21,3.865,2.195,2.036,8.315,96.028,91.505,371.9,100.23
2020-02-24,3.832,2.239,2.018,8.318,96.228,91.6,379.7,100.47
2020-02-25,3.824,2.25,1.984,8.318,96.273,91.7,371.74,100.45
2020-02-26,3.79,2.176,1.991,8.322,96.328,91.8,374.26,100.435
2020-02-27,3.791,2.176,1.993,8.333,96.528,92.103,374.3,100.625
2020-02-28,3.653,2.039,1.92,8.34,96.773,92.115,369.98,101.11
2020-03-02,3.796,2.151,1.999,8.356,96.785,92.29,361.24,100.93
2020-03-03,3.793,2.168,2.006,8.393,96.784,92.25,360.26,100.795
2020-03-04,3.822,2.179,2.03,8.428,96.984,92.194,368.54,101.22
2020-03-05,3.92,2.217,2.052,8.44,97.173,92.275,368.62,101.165
2020-03-06,3.841,2.203,2.029,8.443,97.373,92.275,376.08,101.48
2020-03-09,3.71,2.113,1.958,8.434,97.871,92.27,373.42,101.935
2020-03-10,3.798,2.171,1.995,8.396,98.073,92.194,368.64,101.2
2020-03-11,3.731,2.141,1.979,8.392,98.072,91.697,371.22,101.53
2020-03-12,3.668,2.091,1.938,8.399,97.873,91.887,367.26,101.315
2020-03-13,3.609,2.078,1.894,8.379,97.276,91.694,356.4,100.995
2020-03-16,3.446,1.974,1.836,8.381,97.268,91.887,347.18,101.065
2020-03-17,3.413,1.971,1.813,8.331,96.975,91.79,330.88,100.62
2020-03-18,3.351,1.941,1.787,8.34,96.973,91.794,339.08,101.025
2020-03-19,3.316,1.96,1.744,8.333,96.874,91.201,336.62,100.65
2020-03-20,3.364,1.987,1.769,8.367,96.773,91.447,339.78,100.825
2020-03-23,3.246,1.897,1.694,8.366,97.674,91.65,339.62,101.33
2020-03-24,3.331,1.927,1.736,8.371,97.475,91.541,358.46,101.375
2020-03-25,3.426,1.974,1.793,8.374,97.475,91.441,364.4,101.57
2020-03-26,3.403,1.957,1.775,8.393,97.574,91.641,363.34,101.77
2020-03-27,3.42,1.946,1.788,8.393,97.673,91.641,367.58,101.55
2020-03-30,3.386,1.892,1.766,8.394,97.673,92.12049999999999,364.7,101.615
2020-03-31,3.389,1.892,1.761,8.401,97.873,92.6,364.9,101.925
2020-04-01,3.393,1.886,1.745,8.424,98.373,92.6,358.62,102.13
2020-04-02,3.443,1.935,1.771,8.405,98.624,93.0,360.7,101.87
2020-04-03,3.417,1.922,1.764,8.413,98.373,93.1,363.48,101.5
2020-04-07,3.5,1.993,1.799,8.407,98.672,93.1,373.88,102.305
2020-04-08,3.485,1.996,1.8,8.414,98.872,92.925,370.2,102.675
2020-04-09,3.496,2.02,1.799,8.424,98.972,93.394,371.46,102.38
2020-04-10,3.484,1.987,1.782,8.424,98.772,93.1,373.74,102.195
2020-04-13,3.463,1.952,1.772,8.432,98.824,92.9,373.26,102.23
2020-04-14,3.525,1.99,1.796,8.437,98.774,92.9,377.6,102.215
2020-04-15,3.503,1.974,1.787,8.442,98.824,92.8,376.32,102.43
2020-04-16,3.505,1.996,1.779,8.444,98.971,93.0,379.38,102.59
2020-04-17,3.539,1.998,1.786,8.442,98.969,92.975,372.18,102.31
2020-04-20,3.555,2.037,1.789,8.44,98.969,92.95,370.8,102.125
2020-04-21,3.515,2.02,1.773,8.44,98.971,92.85,374.42,102.18
2020-04-22,3.549,2.039,1.774,8.44,99.013,92.901,373.18,102.445
2020-04-23,3.542,2.028,1.766,8.446,99.172,92.902,379.8,103.085
2020-04-24,3.51,1.996,1.748,8.459,100.073,93.22,382.78,103.315
2020-04-27,3.527,1.979,1.759,8.454,100.173,93.2,380.14,103.105
2020-04-28,3.551,1.952,1.741,8.463,100.072,93.202,377.1,103.26
2020-04-29,3.571,1.952,1.773,8.463,100.173,94.27,378.74,103.47
2020-04-30,3.628,2.001,1.814,8.468,100.273,94.25,380.28,102.94
2020-05-06,3.638,2.039,1.813,8.464,99.905,94.2,380.08,102.635
2020-05-07,3.631,2.037,1.814,8.453,99.772,94.099,378.18,102.105
2020-05-08,3.673,2.064,1.831,8.449,99.272,94.099,383.38,102.14
2020-05-11,3.666,2.058,1.829,8.425,99.073,94.149,381.74,101.635
2020-05-12,3.665,2.064,1.818,8.422,99.272,94.199,380.88,101.895
2020-05-13,3.674,2.08,1.82,8.426,99.173,93.8,381.86,101.655
2020-05-14,3.641,2.064,1.796,8.427,98.873,93.599,384.46,101.695
