日期,华泰柏瑞沪深300ETF,南方中证1000ETF,华泰柏瑞上证红利ETF,海富通上证城投债ETF,平安中证5-10年国债活跃券ETF,平安中债债利差因子ETF,沪金主连,十债主连
2023-04-13,3.994,2.745,2.7,9.309,104.331,99.2,448.82,100.765
2023-04-14,4.015,2.762,2.692,9.322,104.316,99.25,451.0,100.73
2023-04-17,4.076,2.764,2.726,9.347,104.225,99.42,446.08,100.575
2023-04-18,4.083,2.753,2.745,9.389,104.319,99.44,444.26,100.69
2023-04-19,4.05,2.741,2.74,9.4,104.395,99.43,443.98,100.735
2023-04-20,4.034,2.741,2.736,9.417,104.408,99.85,444.54,100.72
2023-04-21,3.961,2.671,2.719,9.429,104.491,99.85,442.5,100.9
2023-04-24,3.91,2.649,2.714,9.435,104.602,99.91,441.16,100.96
2023-04-25,3.891,2.601,2.736,9.427,104.535,99.59,444.98,100.955
2023-04-26,3.882,2.609,2.742,9.435,104.703,99.32,446.34,101.09
2023-04-27,3.917,2.615,2.75,9.447,104.748,99.91,447.28,101.3
2023-04-28,3.956,2.655,2.786,9.462,104.743,100.0,444.04,101.255
2023-05-04,3.956,2.648,2.857,9.49,104.919,100.05,455.26,101.385
2023-05-05,3.94,2.619,2.885,9.496,105.153,100.16,457.92,101.68
2023-05-08,3.985,2.635,2.976,9.492,105.189,99.96,452.36,101.48
2023-05-09,3.95,2.603,2.938,9.502,105.127,99.97,453.18,101.545
2023-05-10,3.919,2.608,2.87,9.51,105.169,99.95,454.9,101.705
2023-05-11,3.914,2.606,2.863,9.511,105.345,100.03,454.82,101.835
2023-05-12,3.863,2.573,2.85,9.51,105.276,100.09,451.5,101.755
2023-05-15,3.926,2.591,2.843,9.494,105.206,100.04,453.42,101.7
2023-05-16,3.909,2.567,2.823,9.487,105.18,99.97,452.26,101.71
2023-05-17,3.882,2.58,2.81,9.482,105.185,99.99,450.24,101.63
2023-05-18,3.881,2.592,2.838,9.469,105.191,99.92,449.4,101.63
2023-05-19,3.875,2.603,2.795,9.49,105.221,100.0,447.62,101.305
2023-05-22,3.895,2.598,2.785,9.506,105.269,100.15,449.54,101.36
2023-05-23,3.838,2.573,2.747,9.513,105.468,100.36,447.62,101.58
2023-05-24,3.785,2.567,2.705,9.505,105.513,100.33,449.9,101.575
2023-05-25,3.776,2.562,2.69,9.507,105.453,100.28,448.0,101.47
2023-05-26,3.781,2.585,2.718,9.508,105.418,100.27,445.5,101.36
2023-05-29,3.765,2.58,2.749,9.518,105.455,100.31,445.66,101.49
2023-05-30,3.769,2.591,2.748,9.52,105.506,100.27,444.62,101.43
2023-05-31,3.733,2.592,2.715,9.521,105.545,100.23,450.86,101.52
2023-06-01,3.741,2.598,2.712,9.521,105.627,100.46,450.98,101.65
2023-06-02,3.794,2.616,2.711,9.51,105.571,100.49,452.3,101.295
2023-06-05,3.776,2.617,2.729,9.517,105.603,100.46,447.26,101.47
2023-06-06,3.739,2.561,2.719,9.518,105.633,100.46,450.28,101.62
2023-06-07,3.727,2.561,2.75,9.518,105.72,100.59,451.1,101.7
2023-06-08,3.759,2.549,2.787,9.519,105.758,100.5,448.46,101.625
2023-06-09,3.775,2.567,2.768,9.53,105.887,100.56,452.34,101.89
2023-06-12,3.779,2.579,2.737,9.534,105.863,100.6,452.5,101.88
2023-06-13,3.808,2.59,2.73,9.538,106.041,100.59,453.68,102.145
2023-06-14,3.808,2.599,2.712,9.539,106.143,100.68,450.9,102.195
2023-06-15,3.873,2.614,2.721,9.531,105.878,100.59,447.14,101.845
2023-06-16,3.91,2.637,2.716,9.509,105.663,100.35,450.5,101.585
2023-06-19,3.88,2.646,2.679,9.509,105.659,100.32,451.24,101.445
2023-06-20,3.873,2.649,2.652,9.517,105.651,100.24,451.76,101.58
2023-06-21,3.818,2.596,2.635,9.538,105.815,100.32,449.84,101.67
2023-06-26,3.774,2.549,2.589,9.534,105.911,100.27,449.14,101.725
2023-06-27,3.8,2.574,2.642,9.525,105.813,100.26,448.86,101.635
2023-06-28,3.808,2.57,2.662,9.522,105.823,100.33,447.1,101.77
2023-06-29,3.79,2.581,2.66,9.511,105.795,100.39,447.5,101.81
2023-06-30,3.813,2.622,2.665,9.525,105.91,100.65,448.6,101.99
2023-07-03,3.858,2.616,2.7,9.525,105.973,100.54,449.52,101.88
2023-07-04,3.865,2.628,2.677,9.527,105.867,100.49,449.94,101.745
2023-07-05,3.838,2.608,2.675,9.528,106.046,100.48,450.7,101.915
2023-07-06,3.81,2.599,2.668,9.534,106.036,100.53,451.66,101.855
2023-07-07,3.799,2.588,2.686,9.549,106.106,100.65,450.82,101.935
2023-07-10,3.815,2.589,2.693,9.554,106.122,100.71,452.08,101.975
2023-07-11,3.841,2.61,2.691,9.555,106.155,100.85,452.2,102.045
2023-07-12,3.822,2.572,2.673,9.565,106.155,100.89,452.12,102.05
2023-07-13,3.885,2.597,2.704,9.561,106.147,100.88,456.32,102.0
2023-07-14,3.883,2.594,2.719,9.566,106.13,100.98,454.0,101.965
2023-07-17,3.855,2.585,2.702,9.564,106.232,100.96,455.34,102.145
2023-07-18,3.849,2.583,2.695,9.561,106.33,100.97,456.94,102.225
2023-07-19,3.847,2.577,2.714,9.561,106.336,101.05,462.48,102.175
2023-07-20,3.819,2.544,2.705,9.559,106.364,101.03,461.96,102.27
2023-07-21,3.821,2.541,2.705,9.56,106.424,101.05,459.3,102.355
2023-07-24,3.804,2.535,2.703,9.576,106.45,101.03,459.1,102.425
2023-07-25,3.916,2.576,2.745,9.56,106.187,100.96,456.8,101.85
2023-07-26,3.907,2.564,2.752,9.572,106.24,100.97,458.68,102.07
2023-07-27,3.903,2.544,2.761,9.581,106.375,100.93,459.76,102.175
2023-07-28,3.999,2.566,2.813,9.583,106.273,100.96,456.3,102.06
2023-07-31,4.015,2.583,2.833,9.581,106.185,100.97,455.98,101.99
2023-08-01,3.997,2.579,2.837,9.58,106.246,100.92,457.58,102.01
2023-08-02,3.968,2.574,2.798,9.579,106.29,100.93,457.18,102.09
2023-08-03,4.004,2.576,2.814,9.581,106.339,100.94,455.04,102.22
2023-08-04,4.025,2.591,2.803,9.585,106.37,100.94,454.4,102.25
2023-08-07,3.994,2.579,2.775,9.593,106.39,100.96,455.64,102.31
2023-08-08,3.979,2.568,2.77,9.594,106.432,101.25,455.64,102.35
2023-08-09,3.971,2.548,2.76,9.6,106.462,101.05,455.36,102.335
2023-08-10,3.976,2.546,2.781,9.604,106.448,101.04,453.62,102.3
2023-08-11,3.881,2.499,2.739,9.608,106.497,101.09,455.56,102.36
2023-08-14,3.854,2.505,2.733,9.613,106.588,101.1,455.74,102.45
2023-08-15,3.85,2.486,2.757,9.633,106.878,101.23,455.86,102.705
2023-08-16,3.82,2.454,2.756,9.63,106.966,101.24,457.1,102.815
2023-08-17,3.833,2.475,2.755,9.634,106.906,101.19,456.86,102.72
2023-08-18,3.783,2.426,2.756,9.638,106.973,101.23,455.1,102.82
2023-08-21,3.731,2.399,2.731,9.649,107.167,101.3,457.08,103.055
2023-08-22,3.754,2.414,2.749,9.651,107.109,101.31,456.5,102.665
2023-08-23,3.699,2.368,2.755,9.653,107.088,101.31,457.88,102.65
2023-08-24,3.722,2.37,2.739,9.649,107.079,101.32,460.04,102.665
2023-08-25,3.715,2.331,2.742,9.657,107.028,101.32,458.5,102.5
2023-08-28,3.768,2.346,2.784,9.662,106.855,101.29,458.62,102.445
2023-08-29,3.79,2.418,2.784,9.65,106.699,101.27,460.14,102.295
2023-08-30,3.789,2.43,2.754,9.652,106.852,101.19,461.48,102.405
2023-08-31,3.77,2.423,2.721,9.651,106.92,101.2,463.16,102.415
2023-09-01,3.793,2.421,2.749,9.651,106.732,101.14,462.46,102.11
2023-09-04,3.851,2.458,2.795,9.627,106.496,101.1,464.38,101.945
2023-09-05,3.824,2.444,2.771,9.642,106.557,101.1,464.98,101.905
2023-09-06,3.814,2.453,2.768,9.639,106.423,101.08,464.24,101.68
2023-09-07,3.761,2.411,2.76,9.624,106.295,101.02,464.12,101.59
2023-09-08,3.74,2.416,2.741,9.622,106.361,100.91,466.84,101.685
2023-09-11,3.768,2.452,2.762,9.608,106.393,100.94,466.54,101.745
2023-09-12,3.763,2.45,2.757,9.611,106.492,100.89,466.76,101.79
2023-09-13,3.738,2.418,2.772,9.609,106.553,100.93,467.66,101.935
2023-09-14,3.735,2.409,2.81,9.617,106.635,100.98,472.0,102.07
2023-09-15,3.718,2.41,2.812,9.617,106.513,101.02,469.72,101.81
2023-09-18,3.731,2.412,2.814,9.617,106.361,101.0,467.32,101.71
2023-09-19,3.726,2.394,2.835,9.621,106.373,100.99,469.8,101.74
2023-09-20,3.708,2.372,2.843,9.621,106.353,100.98,471.38,101.72
2023-09-21,3.673,2.354,2.824,9.625,106.453,101.01,470.88,101.87
2023-09-22,3.748,2.402,2.838,9.626,106.275,101.03,470.48,101.615
2023-09-25,3.72,2.389,2.832,9.626,106.153,101.02,471.48,101.56
2023-09-26,3.699,2.379,2.819,9.632,106.084,101.03,470.6,101.6
2023-09-27,3.709,2.394,2.808,9.625,106.003,100.99,466.9,101.62
2023-09-28,3.695,2.412,2.804,9.642,106.424,101.08,459.5,101.785
2023-10-09,3.685,2.402,2.799,9.641,106.458,101.05,454.8,101.8
2023-10-10,3.658,2.394,2.77,9.645,106.355,101.15,450.58,101.7
2023-10-11,3.666,2.399,2.761,9.644,106.198,101.13,450.4,101.49
2023-10-12,3.702,2.417,2.787,9.641,106.203,101.1,453.66,101.565
2023-10-13,3.667,2.412,2.783,9.646,106.285,101.11,454.92,101.66
2023-10-16,3.624,2.385,2.802,9.646,106.367,101.07,461.2,101.755
2023-10-17,3.636,2.381,2.798,9.648,106.333,101.06,463.4,101.605
2023-10-18,3.608,2.341,2.775,9.648,106.286,101.06,467.94,101.55
2023-10-19,3.531,2.316,2.73,9.644,106.175,101.01,471.26,101.25
2023-10-20,3.513,2.29,2.707,9.643,106.298,100.89,476.68,101.47
2023-10-23,3.475,2.231,2.677,9.646,106.399,100.81,476.0,101.59
2023-10-24,3.48,2.26,2.698,9.638,106.242,100.7,475.2,101.48
2023-10-25,3.5,2.286,2.721,9.636,106.329,100.7,473.92,101.715
2023-10-26,3.513,2.302,2.731,9.645,106.399,100.72,476.66,101.67
2023-10-27,3.567,2.346,2.742,9.646,106.396,100.72,476.98,101.685
2023-10-30,3.583,2.377,2.701,9.644,106.441,100.73,478.12,101.725
2023-10-31,3.575,2.364,2.709,9.654,106.554,100.8,478.94,101.89
2023-11-01,3.573,2.361,2.706,9.654,106.631,100.8,477.18,101.915
2023-11-02,3.556,2.335,2.715,9.661,106.756,100.81,478.72,102.095
2023-11-03,3.584,2.365,2.701,9.665,106.739,100.85,478.2,102.055
2023-11-06,3.632,2.414,2.682,9.666,106.765,100.85,475.96,102.095
2023-11-07,3.621,2.422,2.684,9.67,106.783,100.88,474.0,102.045
2023-11-08,3.61,2.432,2.683,9.672,106.814,100.87,471.84,102.15
2023-11-09,3.613,2.416,2.708,9.674,106.832,100.88,468.9,102.115
2023-11-10,3.586,2.412,2.7,9.678,106.884,100.88,471.36,102.18
2023-11-13,3.581,2.437,2.705,9.686,106.948,100.91,469.98,102.195
2023-11-14,3.581,2.45,2.695,9.689,106.793,100.92,471.52,102.085
2023-11-15,3.606,2.46,2.704,9.688,106.772,100.95,472.98,102.075
2023-11-16,3.57,2.434,2.706,9.694,106.908,100.97,471.86,102.2
2023-11-17,3.565,2.461,2.696,9.699,106.924,101.02,473.44,102.2
2023-11-20,3.576,2.478,2.7,9.698,106.88,101.04,468.0,102.195
2023-11-21,3.581,2.46,2.716,9.701,106.851,101.04,466.98,102.1
2023-11-22,3.542,2.433,2.708,9.702,106.783,101.01,466.1,101.905
2023-11-23,3.561,2.457,2.728,9.705,106.628,101.03,465.46,101.625
2023-11-24,3.536,2.422,2.736,9.707,106.641,101.03,465.9,101.695
2023-11-27,3.512,2.423,2.727,9.699,106.649,101.03,470.08,101.585
2023-11-28,3.516,2.432,2.721,9.698,106.756,100.98,471.6,101.825
2023-11-29,3.489,2.425,2.708,9.694,106.778,100.97,475.46,101.895
2023-11-30,3.493,2.409,2.717,9.702,106.793,100.98,475.72,101.915
2023-12-01,3.479,2.432,2.729,9.702,106.796,100.98,475.78,101.97
2023-12-04,3.455,2.421,2.735,9.703,106.794,100.99,481.62,101.895
2023-12-05,3.389,2.377,2.699,9.704,106.8,100.98,475.0,102.0
2023-12-06,3.394,2.387,2.696,9.698,106.714,100.93,474.08,101.97
2023-12-07,3.385,2.385,2.697,9.694,106.823,100.91,474.88,102.06
2023-12-08,3.392,2.38,2.698,9.696,106.853,100.95,475.2,102.055
2023-12-11,3.416,2.405,2.724,9.699,106.968,100.94,471.6,102.25
2023-12-12,3.424,2.411,2.736,9.693,106.978,100.95,469.9,102.215
2023-12-13,3.366,2.388,2.714,9.703,107.134,100.95,469.02,102.475
2023-12-14,3.35,2.38,2.722,9.705,107.174,100.99,476.2,102.355
2023-12-15,3.343,2.363,2.705,9.711,107.154,101.06,475.46,102.53
2023-12-18,3.329,2.325,2.702,9.716,107.202,101.11,474.9,102.475
2023-12-19,3.331,2.327,2.694,9.716,107.208,101.16,475.9,102.53
2023-12-20,3.3,2.285,2.692,9.716,107.092,101.18,476.92,102.48
2023-12-21,3.331,2.297,2.672,9.718,107.128,101.2,477.02,102.59
2023-12-22,3.337,2.277,2.668,9.725,107.154,101.22,479.54,102.67
2023-12-25,3.346,2.273,2.666,9.731,107.184,101.26,480.8,102.855
2023-12-26,3.326,2.243,2.649,9.73,107.199,101.28,481.4,102.845
2023-12-27,3.336,2.256,2.661,9.736,107.352,101.32,482.6,102.925
2023-12-28,3.42,2.303,2.643,9.744,107.362,101.37,483.6,102.805
2023-12-29,3.43,2.337,2.658,9.756,107.389,101.47,481.7,102.845
2024-01-02,3.384,2.317,2.697,9.763,107.478,101.53,483.32,102.725
2024-01-03,3.374,2.306,2.737,9.763,107.503,101.52,483.58,102.815
2024-01-04,3.344,2.292,2.761,9.772,107.67,101.51,481.64,102.815
2024-01-05,3.327,2.255,2.771,9.787,107.913,101.52,482.38,102.95
2024-01-08,3.28,2.196,2.742,9.784,108.012,101.55,481.72,102.925
2024-01-09,3.288,2.196,2.765,9.782,108.023,101.59,481.02,103.105
2024-01-10,3.272,2.181,2.75,9.783,108.071,101.61,479.86,102.965
2024-01-11,3.291,2.225,2.722,9.784,108.043,101.62,480.24,102.99
2024-01-12,3.28,2.206,2.737,9.785,107.988,101.62,480.78,102.77
2024-01-15,3.276,2.199,2.751,9.785,107.901,101.62,483.58,102.83
2024-01-16,3.298,2.193,2.761,9.787,107.865,101.63,483.34,102.78
2024-01-17,3.223,2.131,2.724,9.79,108.007,101.63,479.66,102.935
2024-01-18,3.268,2.125,2.699,9.791,108.015,101.63,478.72,102.855
2024-01-19,3.275,2.098,2.677,9.796,108.13,101.66,480.36,102.995
2024-01-22,3.206,1.981,2.608,9.798,108.221,101.68,478.88,103.125
2024-01-23,3.228,2.007,2.626,9.799,108.161,101.72,479.18,103.02
2024-01-24,3.279,2.039,2.694,9.798,108.121,101.71,478.66,103.06
2024-01-25,3.335,2.11,2.766,9.8,108.204,101.73,476.84,103.15
2024-01-26,3.329,2.083,2.807,9.81,108.233,101.78,478.72,103.095
2024-01-29,3.299,2.025,2.822,9.812,108.272,101.77,480.04,103.21
2024-01-30,3.243,1.968,2.788,9.816,108.533,101.8,481.0,103.45
2024-01-31,3.222,1.894,2.792,9.827,108.72,101.86,481.58,103.57
2024-02-01,3.218,1.877,2.762,9.829,108.794,101.9,482.84,103.495
2024-02-02,3.188,1.812,2.77,9.832,108.782,101.95,484.82,103.525
2024-02-05,3.208,1.7,2.776,9.84,108.934,102.03,481.44,103.62
2024-02-06,3.311,1.818,2.818,9.835,108.671,102.0,480.66,103.28
2024-02-07,3.34,1.901,2.862,9.841,108.573,102.02,482.1,103.41
2024-02-08,3.362,1.98,2.863,9.855,108.976,102.14,483.54,103.25
2024-02-19,3.389,1.983,2.933,9.85,108.923,102.15,480.7,103.415
2024-02-20,3.401,1.988,2.977,9.847,109.022,102.15,480.42,103.495
2024-02-21,3.449,1.998,2.97,9.851,109.086,102.18,480.42,103.64
2024-02-22,3.475,2.033,3.028,9.853,109.214,102.22,480.06,103.765
2024-02-23,3.478,2.068,3.01,9.865,109.327,102.29,478.96,103.77
2024-02-26,3.443,2.072,2.941,9.867,109.326,102.35,481.54,103.88
2024-02-27,3.484,2.136,2.958,9.87,109.437,102.39,481.42,103.85
2024-02-28,3.448,2.031,2.952,9.868,109.525,102.38,481.28,104.03
2024-02-29,3.503,2.114,2.97,9.872,109.611,102.44,481.82,104.09
2024-03-01,3.53,2.138,2.965,9.867,109.4,102.42,483.8,103.64
2024-03-04,3.527,2.142,2.992,9.875,109.509,102.47,490.1,103.87
2024-03-05,3.556,2.126,3.013,9.878,109.515,102.45,497.36,103.96
2024-03-06,3.542,2.124,3.011,9.879,109.783,102.48,500.7,104.195
2024-03-07,3.523,2.092,3.03,9.876,109.9,102.46,505.88,104.125
2024-03-08,3.533,2.12,3.047,9.883,109.886,102.52,506.28,104.055
2024-03-11,3.581,2.163,3.015,9.883,109.842,102.54,508.3,103.985
2024-03-12,3.586,2.173,2.944,9.877,109.226,102.5,506.74,103.79
2024-03-13,3.565,2.18,2.926,9.872,108.983,102.51,505.62,103.885
2024-03-14,3.552,2.167,2.935,9.862,109.033,102.53,506.34,103.715
2024-03-15,3.561,2.201,2.929,9.87,109.232,102.56,508.16,103.855
2024-03-18,3.592,2.238,2.912,9.873,109.474,102.59,504.04,103.905
2024-03-19,3.569,2.216,2.91,9.876,109.634,102.59,505.22,104.1
2024-03-20,3.572,2.236,2.916,9.875,109.66,102.6,505.74,103.925
2024-03-21,3.57,2.235,2.92,9.879,109.744,102.64,515.7,104.07
2024-03-22,3.539,2.209,2.926,9.884,109.754,102.7,512.48,103.81
2024-03-25,3.52,2.159,2.936,9.882,109.656,102.69,513.42,103.795
2024-03-26,3.531,2.149,2.919,9.881,109.633,102.71,514.2,103.765
2024-03-27,3.493,2.078,2.918,9.886,109.671,102.75,516.42,103.91
2024-03-28,3.51,2.127,2.91,9.883,109.67,102.73,520.0,103.9
2024-03-29,3.526,2.15,2.93,9.89,109.852,102.77,531.3,104.11
2024-04-01,3.584,2.196,2.925,9.885,109.704,102.73,534.04,103.785
2024-04-02,3.572,2.184,2.946,9.89,109.817,102.78,534.74,103.91
2024-04-03,3.558,2.177,2.983,9.899,109.974,102.85,541.52,104.025
2024-04-08,3.529,2.131,2.993,9.902,110.054,102.88,554.74,104.11
2024-04-09,3.523,2.159,2.978,9.916,110.148,102.91,556.92,104.24
2024-04-10,3.497,2.12,2.989,9.916,110.124,102.93,558.78,104.14
2024-04-11,3.494,2.125,3.029,9.918,110.112,102.98,555.22,104.175
2024-04-12,3.466,2.107,3.022,9.925,110.286,103.06,570.5,104.395
2024-04-15,3.539,2.088,3.088,9.931,110.363,103.1,563.88,104.415
2024-04-16,3.507,1.997,3.102,9.937,110.371,103.14,567.0,104.46
2024-04-17,3.553,2.089,3.135,9.938,110.423,103.14,567.78,104.465
2024-04-18,3.559,2.086,3.144,9.947,110.583,103.17,565.52,104.61
2024-04-19,3.531,2.076,3.166,9.958,110.626,103.25,568.3,104.575
2024-04-22,3.524,2.072,3.079,9.968,110.713,103.31,558.42,104.645
2024-04-23,3.499,2.058,3.031,9.983,110.95,103.38,544.84,104.845
2024-04-24,3.513,2.097,3.032,9.963,110.627,103.33,551.0,104.48
2024-04-25,3.523,2.096,3.051,9.965,110.585,103.33,550.28,104.47
2024-04-26,3.573,2.14,3.022,9.941,110.244,103.24,554.58,104.195
2024-04-29,3.616,2.193,2.988,9.925,109.858,103.13,551.46,103.785
2024-04-30,3.598,2.17,3.001,9.946,110.171,103.28,549.5,104.115
2024-05-06,3.648,2.211,3.018,9.952,110.334,103.23,548.32,104.115
2024-05-07,3.65,2.22,3.018,9.966,110.535,103.28,549.82,104.375
2024-05-08,3.621,2.184,3.04,9.972,110.578,103.35,549.0,104.425
2024-05-09,3.656,2.223,3.051,9.971,110.443,103.36,548.1,104.215
2024-05-10,3.658,2.203,3.07,9.968,110.368,103.38,561.4,104.295
2024-05-13,3.655,2.182,3.074,9.974,110.559,103.41,557.62,104.445
2024-05-14,3.649,2.192,3.061,9.978,110.6,103.4,554.62,104.465
2024-05-15,3.623,2.172,3.06,9.983,110.525,103.44,559.02,104.44
2024-05-16,3.635,2.167,3.067,9.981,110.483,103.43,564.42,104.27
2024-05-17,3.676,2.203,3.088,9.981,110.419,103.44,564.86,104.25
2024-05-20,3.684,2.211,3.127,9.982,110.554,103.45,578.84,104.28
2024-05-21,3.672,2.188,3.143,9.982,110.532,103.44,572.22,104.21
2024-05-22,3.68,2.191,3.143,9.985,110.528,103.46,573.32,104.275
2024-05-23,3.643,2.143,3.101,9.987,110.724,103.49,559.72,104.36
2024-05-24,3.602,2.117,3.096,9.991,110.673,103.52,554.48,104.305
2024-05-27,3.632,2.142,3.153,9.99,110.656,103.52,555.78,104.345
2024-05-28,3.609,2.117,3.144,9.993,110.739,103.52,555.96,104.465
2024-05-29,3.61,2.116,3.147,10.001,110.812,103.55,559.7,104.5
2024-05-30,3.596,2.115,3.124,10.005,110.823,103.56,554.2,104.485
2024-05-31,3.582,2.121,3.131,10.009,110.7,103.56,556.86,104.35
2024-06-03,3.587,2.092,3.1,10.01,110.775,103.58,551.56,104.53
2024-06-04,3.612,2.106,3.113,10.01,110.858,103.61,556.24,104.575
2024-06-05,3.599,2.08,3.075,10.014,110.934,103.65,553.62,104.67
2024-06-06,3.599,2.036,3.092,10.015,111.023,103.69,562.14,104.675
2024-06-07,3.576,2.044,3.119,10.017,111.197,103.74,562.3,104.695
2024-06-11,3.551,2.063,3.063,10.017,111.164,103.72,544.78,104.76
2024-06-12,3.547,2.069,3.104,10.018,111.085,103.71,548.04,104.695
2024-06-13,3.534,2.056,3.076,10.018,111.061,103.68,548.44,104.72
2024-06-14,3.554,2.062,3.081,10.023,111.099,103.72,548.48,104.755
2024-06-17,3.544,2.059,3.039,10.021,111.125,103.73,549.46,104.765
2024-06-18,3.555,2.078,3.046,10.02,111.153,103.73,550.08,104.855
2024-06-19,3.545,2.05,3.046,10.018,111.256,103.73,552.4,104.975
2024-06-20,3.522,2.012,3.052,10.021,111.385,103.76,557.16,105.015
2024-06-21,3.516,2.009,3.057,10.022,111.3,103.78,559.74,104.91
2024-06-24,3.499,1.943,3.015,10.025,111.365,103.79,551.18,105.055
2024-06-25,3.478,1.927,3.028,10.023,111.433,103.81,552.16,105.15
2024-06-26,3.499,1.985,3.036,10.025,111.544,103.8,548.7,105.135
2024-06-27,3.48,1.936,3.036,10.025,111.626,103.8,545.4,105.305
2024-06-28,3.487,1.946,3.059,10.029,111.766,103.84,551.52,105.32
2024-07-01,3.501,1.964,3.127,10.032,111.532,103.85,551.42,104.975
2024-07-02,3.496,1.95,3.129,10.035,111.628,103.86,552.48,105.24
2024-07-03,3.49,1.934,3.107,10.036,111.73,103.87,555.7,105.37
2024-07-04,3.475,1.895,3.093,10.038,111.744,103.88,558.34,105.27
2024-07-05,3.458,1.914,3.076,10.04,111.658,103.92,559.66,105.135
2024-07-08,3.434,1.868,3.065,10.037,111.419,103.87,560.74,104.875
2024-07-09,3.471,1.909,3.091,10.037,111.525,103.89,558.66,105.085
2024-07-10,3.463,1.9,3.025,10.037,111.627,103.89,561.1,105.11
2024-07-11,3.509,1.949,3.02,10.04,111.615,103.91,565.46,105.13
2024-07-12,3.519,1.941,3.016,10.045,111.734,103.95,568.54,105.245
2024-07-15,3.526,1.92,3.053,10.048,111.807,103.95,568.34,105.34
2024-07-16,3.551,1.925,3.04,10.05,111.825,103.95,574.94,105.38
2024-07-17,3.556,1.912,3.027,10.052,111.884,103.97,581.56,105.435
2024-07-18,3.577,1.917,3.031,10.055,111.818,103.98,581.48,105.3
2024-07-19,3.6,1.918,3.008,10.063,111.886,104.01,565.94,105.46
2024-07-22,3.571,1.921,2.976,10.074,112.132,104.04,565.4,105.715
2024-07-23,3.501,1.867,2.955,10.086,112.277,104.08,562.6,105.87
2024-07-24,3.479,1.841,2.957,10.082,112.382,104.09,569.64,105.86
2024-07-25,3.459,1.843,2.943,10.076,112.378,104.09,555.68,105.835
2024-07-26,3.474,1.873,2.925,10.083,112.488,104.11,557.38,105.925
2024-07-29,3.454,1.864,2.937,10.084,112.519,104.15,561.24,105.95
2024-07-30,3.431,1.872,2.922,10.086,112.609,104.2,562.02,105.96
2024-07-31,3.508,1.956,2.951,10.086,112.73,104.22,566.28,106.115
2024-08-01,3.483,1.943,2.954,10.087,112.961,104.21,570.9,106.265
2024-08-02,3.447,1.916,2.946,10.097,112.976,104.22,574.04,106.31
2024-08-05,3.408,1.864,2.905,10.107,113.151,104.24,559.94,106.55
2024-08-06,3.408,1.89,2.894,10.107,112.926,104.24,554.18,106.31
2024-08-07,3.401,1.888,2.906,10.109,113.14,104.25,556.06,106.515
2024-08-08,3.405,1.89,2.917,10.102,112.816,104.24,556.1,106.19
2024-08-09,3.393,1.871,2.906,10.092,112.686,104.24,560.7,105.945
2024-08-12,3.389,1.864,2.926,10.066,112.088,104.07,565.3,105.31
2024-08-13,3.394,1.869,2.927,10.069,112.36,104.13,569.46,105.535
2024-08-14,3.37,1.85,2.92,10.078,112.629,104.18,568.22,105.69
2024-08-15,3.408,1.867,2.949,10.078,112.45,104.19,566.98,105.545
2024-08-16,3.41,1.852,2.954,10.084,112.574,104.21,567.74,105.695
2024-08-19,3.419,1.856,2.984,10.085,112.621,104.22,573.7,105.8
2024-08-20,3.403,1.823,2.949,10.082,112.68,104.21,574.24,105.79
2024-08-21,3.388,1.813,2.916,10.07,112.543,104.1,576.2,105.515
2024-08-22,3.379,1.79,2.919,10.077,112.721,104.14,574.46,105.86
2024-08-23,3.393,1.791,2.917,10.075,112.758,104.14,572.58,105.95
2024-08-26,3.394,1.798,2.901,10.063,112.781,104.1,576.2,106.0
2024-08-27,3.377,1.778,2.908,10.042,112.694,103.94,575.94,105.74
2024-08-28,3.357,1.78,2.895,10.052,112.707,104.0,575.16,105.9
2024-08-29,3.347,1.81,2.839,10.055,112.617,104.04,575.06,105.83
2024-08-30,3.392,1.845,2.848,10.059,112.599,104.1,574.06,105.755
2024-09-02,3.332,1.805,2.863,10.061,112.866,104.12,570.82,106.03
2024-09-03,3.344,1.821,2.836,10.061,112.981,104.09,572.12,106.065
2024-09-04,3.323,1.814,2.835,10.068,113.025,104.13,568.22,106.13
2024-09-05,3.33,1.829,2.837,10.073,113.122,104.17,572.04,106.155
2024-09-06,3.302,1.798,2.813,10.081,113.143,104.17,573.68,106.295
2024-09-09,3.261,1.783,2.758,10.082,113.19,104.18,569.22,106.395
2024-09-10,3.261,1.789,2.765,10.081,113.314,104.16,573.24,106.6
2024-09-11,3.254,1.788,2.701,10.079,113.413,104.19,576.12,106.7
2024-09-12,3.243,1.782,2.711,10.08,113.362,104.22,575.22,106.635
2024-09-13,3.228,1.76,2.703,10.083,113.548,104.26,583.58,106.805
2024-09-18,3.238,1.752,2.736,10.078,113.7,104.28,582.98,106.905
2024-09-19,3.265,1.787,2.731,10.071,113.646,104.25,582.2,106.785
2024-09-20,3.274,1.777,2.732,10.072,113.753,104.29,590.62,106.965
2024-09-23,3.283,1.779,2.763,10.071,113.793,104.28,595.14,106.93
2024-09-24,3.427,1.855,2.897,10.07,113.532,104.25,594.24,106.67
2024-09-25,3.474,1.868,2.943,10.075,113.85,104.33,598.36,106.95
2024-09-26,3.64,1.957,3.047,10.072,113.631,104.32,599.9,106.605
2024-09-27,3.869,2.135,3.036,10.044,112.873,104.13,599.42,105.64
